year,Province,Age Gruop,Population
2015,ปราจีนบุรี,Infant,16924.196860103348
2016,ปราจีนบุรี,Infant,16222.599978810804
2017,ปราจีนบุรี,Infant,15753.771227694278
2018,ปราจีนบุรี,Infant,15326.347951472259
2019,ปราจีนบุรี,Infant,15164.515917059287
2020,ปราจีนบุรี,Infant,14841.694036202642
2021,ปราจีนบุรี,Infant,14468.224171581049
2022,ปราจีนบุรี,Infant,13785.784254221195
2023,ปราจีนบุรี,Infant,13188.463793665744
2024,ปราจีนบุรี,Infant,12757.001609474875
2025,ปราจีนบุรี,Infant,12325.539425284009
2026,ปราจีนบุรี,Infant,11894.07724109314
2027,ปราจีนบุรี,Infant,11462.615056902272
2028,ปราจีนบุรี,Infant,11031.152872711404
2029,ปราจีนบุรี,Infant,10599.690688520535
2030,ปราจีนบุรี,Infant,10168.228504329669
2031,ปราจีนบุรี,Infant,9736.7663201388
2032,ปราจีนบุรี,Infant,9305.304135947932
2033,ปราจีนบุรี,Infant,8873.841951757066
2034,ปราจีนบุรี,Infant,8442.379767566195
2035,ปราจีนบุรี,Infant,8010.917583375329
2036,ปราจีนบุรี,Infant,7579.4553991844605
2037,ปราจีนบุรี,Infant,7147.993214993593
2038,ปราจีนบุรี,Infant,6716.531030802725
2039,ปราจีนบุรี,Infant,6285.068846611856
2040,ปราจีนบุรี,Infant,5853.606662420989
2041,ปราจีนบุรี,Infant,5422.1444782301205
2042,ปราจีนบุรี,Infant,4990.682294039252
2043,ปราจีนบุรี,Infant,4559.220109848386
2044,ปราจีนบุรี,Infant,4127.757925657517
2045,ปราจีนบุรี,Infant,3696.295741466649
2046,ปราจีนบุรี,Infant,3264.8335572757805
2047,ปราจีนบุรี,Infant,2833.371373084912
2048,ปราจีนบุรี,Infant,2401.9091888940457
2049,ปราจีนบุรี,Infant,1970.4470047031773
2050,ปราจีนบุรี,Infant,1538.984820512309
2013,นครนายก,Infant,8230.604835098977
2014,นครนายก,Infant,8043.753310522237
2015,นครนายก,Infant,7849.067146945135
2016,นครนายก,Infant,7688.993753333987
2017,นครนายก,Infant,7434.443636444423
2018,นครนายก,Infant,7235.9087622286215
2019,นครนายก,Infant,6875.874898435244
2020,นครนายก,Infant,6616.82325230612
2021,นครนายก,Infant,6314.040779304202
2022,นครนายก,Infant,6000.400524246891
2023,นครนายก,Infant,5672.648057204725
2024,นครนายก,Infant,5363.649548175416
2025,นครนายก,Infant,5054.651039146109
2026,นครนายก,Infant,4745.6525301168
2027,นครนายก,Infant,4436.654021087493
2028,นครนายก,Infant,4127.655512058185
2029,นครนายก,Infant,3818.657003028877
2030,นครนายก,Infant,3509.658493999569
2031,นครนายก,Infant,3200.659984970261
2032,นครนายก,Infant,2891.661475940953
2033,นครนายก,Infant,2582.6629669116455
2034,นครนายก,Infant,2273.6644578823375
2035,นครนายก,Infant,1964.6659488530295
2036,นครนายก,Infant,1655.667439823722
2037,นครนายก,Infant,1346.6689307944134
2038,นครนายก,Infant,1037.6704217651059
2039,นครนายก,Infant,728.6719127357983
2040,นครนายก,Infant,419.6734037064898
2041,นครนายก,Infant,110.67489467718224
2042,นครนายก,Infant,0.0
2043,นครนายก,Infant,0.0
2044,นครนายก,Infant,0.0
2045,นครนายก,Infant,0.0
2046,นครนายก,Infant,0.0
2047,นครนายก,Infant,0.0
2048,นครนายก,Infant,0.0
2049,นครนายก,Infant,0.0
2050,นครนายก,Infant,0.0
2013,สระแก้ว,Infant,21172.80427549951
2014,สระแก้ว,Infant,20500.22023628982
2015,สระแก้ว,Infant,19880.57336825014
2016,สระแก้ว,Infant,18848.75910763074
2017,สระแก้ว,Infant,18168.210349267567
2018,สระแก้ว,Infant,17829.39580082312
2019,สระแก้ว,Infant,17398.261462142098
2020,สระแก้ว,Infant,17024.540211024618
2021,สระแก้ว,Infant,16301.39339974285
2022,สระแก้ว,Infant,15336.933919158866
2023,สระแก้ว,Infant,14301.521912520313
2024,สระแก้ว,Infant,13603.38462342688
2025,สระแก้ว,Infant,12905.247334333446
2026,สระแก้ว,Infant,12207.110045240013
2027,สระแก้ว,Infant,11508.972756146579
2028,สระแก้ว,Infant,10810.835467053144
2029,สระแก้ว,Infant,10112.698177959712
2030,สระแก้ว,Infant,9414.56088886628
2031,สระแก้ว,Infant,8716.423599772845
2032,สระแก้ว,Infant,8018.286310679411
2033,สระแก้ว,Infant,7320.149021585978
2034,สระแก้ว,Infant,6622.011732492543
2035,สระแก้ว,Infant,5923.8744433991105
2036,สระแก้ว,Infant,5225.737154305676
2037,สระแก้ว,Infant,4527.5998652122435
2038,สระแก้ว,Infant,3829.462576118809
2039,สระแก้ว,Infant,3131.3252870253746
2040,สระแก้ว,Infant,2433.187997931942
2041,สระแก้ว,Infant,1735.0507088385075
2042,สระแก้ว,Infant,1036.9134197450749
2043,สระแก้ว,Infant,338.7761306516404
2044,สระแก้ว,Infant,0.0
2045,สระแก้ว,Infant,0.0
2046,สระแก้ว,Infant,0.0
2047,สระแก้ว,Infant,0.0
2048,สระแก้ว,Infant,0.0
2049,สระแก้ว,Infant,0.0
2050,สระแก้ว,Infant,0.0
2013,นครราชสีมา,Infant,88397.57500000001
2014,นครราชสีมา,Infant,86612.35520564749
2015,นครราชสีมา,Infant,84485.15363905556
2016,นครราชสีมา,Infant,80693.56695130408
2017,นครราชสีมา,Infant,77349.45757780329
2018,นครราชสีมา,Infant,73782.64232356894
2019,นครราชสีมา,Infant,70933.62978084365
2020,นครราชสีมา,Infant,67778.47227525996
2021,นครราชสีมา,Infant,64297.87160420407
2022,นครราชสีมา,Infant,60445.248026908324
2023,นครราชสีมา,Infant,56542.71208973926
2024,นครราชสีมา,Infant,53271.414913642526
2025,นครราชสีมา,Infant,50000.11773754579
2026,นครราชสีมา,Infant,46728.82056144906
2027,นครราชสีมา,Infant,43457.523385352324
2028,นครราชสีมา,Infant,40186.22620925559
2029,นครราชสีมา,Infant,36914.929033158856
2030,นครราชสีมา,Infant,33643.63185706212
2031,นครราชสีมา,Infant,30372.334680965385
2032,นครราชสีมา,Infant,27101.03750486865
2033,นครราชสีมา,Infant,23829.740328771913
2034,นครราชสีมา,Infant,20558.44315267518
2035,นครราชสีมา,Infant,17287.145976578446
2036,นครราชสีมา,Infant,14015.848800481712
2037,นครราชสีมา,Infant,10744.551624384978
2038,นครราชสีมา,Infant,7473.254448288244
2039,นครราชสีมา,Infant,4201.95727219151
2040,นครราชสีมา,Infant,930.6600960947762
2041,นครราชสีมา,Infant,0.0
2042,นครราชสีมา,Infant,0.0
2043,นครราชสีมา,Infant,0.0
2044,นครราชสีมา,Infant,0.0
2045,นครราชสีมา,Infant,0.0
2046,นครราชสีมา,Infant,0.0
2047,นครราชสีมา,Infant,0.0
2048,นครราชสีมา,Infant,0.0
2049,นครราชสีมา,Infant,0.0
2050,นครราชสีมา,Infant,0.0
2013,บุรีรัมย์,Infant,57658.060221214066
2014,บุรีรัมย์,Infant,55760.98989811454
2015,บุรีรัมย์,Infant,53924.72297370106
2016,บุรีรัมย์,Infant,51510.91068370934
2017,บุรีรัมย์,Infant,49271.48001587659
2018,บุรีรัมย์,Infant,47154.17430120521
2019,บุรีรัมย์,Infant,45510.566222853515
2020,บุรีรัมย์,Infant,43822.343671912946
2021,บุรีรัมย์,Infant,41679.180022357155
2022,บุรีรัมย์,Infant,38804.119029796886
2023,บุรีรัมย์,Infant,36160.116760854486
2024,บุรีรัมย์,Infant,33935.50401796502
2025,บุรีรัมย์,Infant,31710.891275075544
2026,บุรีรัมย์,Infant,29486.278532186072
2027,บุรีรัมย์,Infant,27261.665789296603
2028,บุรีรัมย์,Infant,25037.053046407134
2029,บุรีรัมย์,Infant,22812.440303517666
2030,บุรีรัมย์,Infant,20587.827560628193
2031,บุรีรัมย์,Infant,18363.214817738724
2032,บุรีรัมย์,Infant,16138.602074849252
2033,บุรีรัมย์,Infant,13913.989331959783
2034,บุรีรัมย์,Infant,11689.376589070314
2035,บุรีรัมย์,Infant,9464.763846180842
2036,บุรีรัมย์,Infant,7240.151103291373
2037,บุรีรัมย์,Infant,5015.538360401901
2038,บุรีรัมย์,Infant,2790.925617512432
2039,บุรีรัมย์,Infant,566.3128746229631
2040,บุรีรัมย์,Infant,0.0
2041,บุรีรัมย์,Infant,0.0
2042,บุรีรัมย์,Infant,0.0
2043,บุรีรัมย์,Infant,0.0
2044,บุรีรัมย์,Infant,0.0
2045,บุรีรัมย์,Infant,0.0
2046,บุรีรัมย์,Infant,0.0
2047,บุรีรัมย์,Infant,0.0
2048,บุรีรัมย์,Infant,0.0
2049,บุรีรัมย์,Infant,0.0
2050,บุรีรัมย์,Infant,0.0
2013,สุรินทร์,Infant,50404.8546122511
2014,สุรินทร์,Infant,48325.83716023119
2015,สุรินทร์,Infant,46800.21532907444
2016,สุรินทร์,Infant,44424.05018779431
2017,สุรินทร์,Infant,42745.43016975184
2018,สุรินทร์,Infant,41173.313708949
2019,สุรินทร์,Infant,39706.01812150928
2020,สุรินทร์,Infant,37961.558351778505
2021,สุรินทร์,Infant,36066.51559000889
2022,สุรินทร์,Infant,33886.87795580724
2023,สุรินทร์,Infant,31675.860530513626
2024,สุรินทร์,Infant,29740.117250168412
2025,สุรินทร์,Infant,27804.373969823195
2026,สุรินทร์,Infant,25868.630689477985
2027,สุรินทร์,Infant,23932.887409132767
2028,สุรินทร์,Infant,21997.144128787553
2029,สุรินทร์,Infant,20061.40084844234
2030,สุรินทร์,Infant,18125.657568097125
2031,สุรินทร์,Infant,16189.914287751912
2032,สุรินทร์,Infant,14254.171007406698
2033,สุรินทร์,Infant,12318.427727061484
2034,สุรินทร์,Infant,10382.684446716266
2035,สุรินทร์,Infant,8446.941166371053
2036,สุรินทร์,Infant,6511.197886025839
2037,สุรินทร์,Infant,4575.454605680625
2038,สุรินทร์,Infant,2639.711325335411
2039,สุรินทร์,Infant,703.9680449901934
2040,สุรินทร์,Infant,0.0
2041,สุรินทร์,Infant,0.0
2042,สุรินทร์,Infant,0.0
2043,สุรินทร์,Infant,0.0
2044,สุรินทร์,Infant,0.0
2045,สุรินทร์,Infant,0.0
2046,สุรินทร์,Infant,0.0
2047,สุรินทร์,Infant,0.0
2048,สุรินทร์,Infant,0.0
2049,สุรินทร์,Infant,0.0
2050,สุรินทร์,Infant,0.0
2013,ศรีสะเกษ,Infant,51198.28698048203
2014,ศรีสะเกษ,Infant,49468.749928309735
2015,ศรีสะเกษ,Infant,47873.01691931867
2016,ศรีสะเกษ,Infant,45706.45012740972
2017,ศรีสะเกษ,Infant,43762.9326274267
2018,ศรีสะเกษ,Infant,41967.61564141009
2019,ศรีสะเกษ,Infant,40347.4241098006
2020,ศรีสะเกษ,Infant,38706.54912854604
2021,ศรีสะเกษ,Infant,37053.314372322064
2022,ศรีสะเกษ,Infant,35375.34345927863
2023,ศรีสะเกษ,Infant,33513.15032009217
2024,ศรีสะเกษ,Infant,31747.71267539429
2025,ศรีสะเกษ,Infant,29982.275030696408
2026,ศรีสะเกษ,Infant,28216.837385998522
2027,ศรีสะเกษ,Infant,26451.399741300636
2028,ศรีสะเกษ,Infant,24685.962096602754
2029,ศรีสะเกษ,Infant,22920.524451904872
2030,ศรีสะเกษ,Infant,21155.086807206986
2031,ศรีสะเกษ,Infant,19389.6491625091
2032,ศรีสะเกษ,Infant,17624.211517811218
2033,ศรีสะเกษ,Infant,15858.773873113336
2034,ศรีสะเกษ,Infant,14093.33622841545
2035,ศรีสะเกษ,Infant,12327.898583717564
2036,ศรีสะเกษ,Infant,10562.460939019682
2037,ศรีสะเกษ,Infant,8797.0232943218
2038,ศรีสะเกษ,Infant,7031.585649623914
2039,ศรีสะเกษ,Infant,5266.148004926028
